;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
148;Commence par un M;Contient une lettre doublee;Situe dans Nantes;Contient un H;Sud Loire;Sur 2 lignes ou plus;4;2;1;6;4;3;19;7;8;34;4.0
149;Commence par un M;Contient une lettre doublee;Sud Loire;Contient un H;Situe dans Nantes;Sur 2 lignes ou plus;4;10;1;6;22;3;4;7;1;33;3.5
150;Commence par un M;Contient une lettre doublee;Sur 2 lignes ou plus;Contient un H;Situe dans Nantes;Sud Loire;4;10;2;6;22;4;3;8;1;33;3.5
151;Commence par un M;Situe dans Nantes;Sud Loire;Contient un H;Contient une lettre doublee;Sur 2 lignes ou plus;4;4;1;19;22;8;4;4;1;31;3.5
152;Commence par un M;Situe dans Nantes;Sur 2 lignes ou plus;Contient un H;Contient une lettre doublee;Sud Loire;4;4;2;19;22;7;3;3;1;33;3.5
153;Commence par un M;Sud Loire;Sur 2 lignes ou plus;Contient un H;Contient une lettre doublee;Situe dans Nantes;4;4;10;4;4;7;3;3;8;34;4.0
154;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Ne contient pas de E;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;Terminus de ligne;9;5;4;10;1;1;4;4;1;36;4.0
155;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;Ne contient pas de E;Sur une autre commune que Nantes;Terminus de ligne;3;5;4;1;1;1;4;3;2;42;4.5
156;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Ne contient pas de E;Sur la ligne de Tramway 2;Terminus de ligne;3;9;4;1;10;1;4;3;7;36;4.0
157;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Terminus de ligne;Ne contient pas de E;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;3;9;5;1;10;1;1;2;7;37;4.0
158;En correspondance avec un Chronobus;Ne contient pas de E;Sur la ligne de Tramway 2;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Terminus de ligne;2;5;4;1;4;1;10;3;2;39;4.5
159;En correspondance avec un Chronobus;Ne contient pas de E;Sur une autre commune que Nantes;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;Terminus de ligne;2;9;4;1;4;1;1;3;7;39;4.5
160;En correspondance avec un Chronobus;Ne contient pas de E;Terminus de ligne;Moins de 2 km hippodrome;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;2;9;5;1;4;4;1;2;7;38;4.0
161;En correspondance avec un Chronobus;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;Moins de 2 km hippodrome;Ne contient pas de E;Terminus de ligne;2;3;4;10;4;2;1;4;7;37;4.0
162;En correspondance avec un Chronobus;Sur la ligne de Tramway 2;Terminus de ligne;Moins de 2 km hippodrome;Ne contient pas de E;Sur une autre commune que Nantes;2;3;5;10;4;3;1;1;7;38;4.0
163;En correspondance avec un Chronobus;Sur une autre commune que Nantes;Terminus de ligne;Moins de 2 km hippodrome;Ne contient pas de E;Sur la ligne de Tramway 2;2;3;9;1;4;3;1;1;2;42;4.5
164;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Situe dans Nantes;Sur la ligne de Busway 4;Terminus de ligne;52;13;7;13;2;1;30;5;3;26;3.0
165;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Moins de 2 km des machines;Sur la ligne de Busway 4;Terminus de ligne;31;13;7;11;2;1;30;12;5;24;2.5
166;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 4;Moins de 2 km des machines;Situe dans Nantes;Terminus de ligne;31;52;7;11;13;1;5;12;2;24;2.5
167;Moins de 1 km d une riviere;Moins de 1 km de la Tour Bretagne;Terminus de ligne;Moins de 2 km des machines;Situe dans Nantes;Sur la ligne de Busway 4;31;52;13;11;13;2;3;5;2;25;3.0
168;Moins de 1 km d une riviere;Moins de 2 km des machines;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 4;Terminus de ligne;13;13;7;11;5;3;13;12;5;23;2.5
169;Moins de 1 km d une riviere;Moins de 2 km des machines;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Terminus de ligne;13;52;7;11;30;3;2;12;2;25;3.0
170;Moins de 1 km d une riviere;Moins de 2 km des machines;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Situe dans Nantes;Sur la ligne de Busway 4;13;52;13;11;30;5;1;5;2;24;2.5
171;Moins de 1 km d une riviere;Situe dans Nantes;Sur la ligne de Busway 4;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Terminus de ligne;13;31;7;13;30;5;2;5;2;25;3.0
172;Moins de 1 km d une riviere;Situe dans Nantes;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur la ligne de Busway 4;13;31;13;13;30;12;1;3;2;22;2.5
173;Moins de 1 km d une riviere;Sur la ligne de Busway 4;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Situe dans Nantes;13;31;52;2;5;12;1;3;5;28;3.0
174;Commence par un M;Moins de 2 km hippodrome;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Ne contient pas de E;Termine par un E;2;2;5;2;1;4;3;3;4;42;4.5
175;Contient un H;Contient une lettre doublee;Moins de 2 km des machines;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;6;4;6;4;3;6;11;5;10;33;3.5
176;Contient un H;Contient une lettre doublee;Nom de 9 lettres ou moins;Moins de 2 km des machines;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;8;4;6;8;3;6;11;4;14;30;3.5
177;Contient un H;Moins de 2 km des machines;Nom de 9 lettres ou moins;Contient une lettre doublee;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;6;4;6;8;5;10;4;4;14;30;3.5
178;Contient un H;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;Contient une lettre doublee;Moins de 2 km des machines;Nom de 9 lettres ou moins;6;8;6;3;5;4;6;10;14;31;3.5
179;Commence par une voyelle;Contient un H;Moins de 1 km d une riviere;Ne contient pas de E;Nord Loire;Terminus de ligne;1;6;1;4;19;2;11;31;7;30;3.5
180;Commence par une voyelle;Contient un H;Ne contient pas de E;Moins de 1 km d une riviere;Nord Loire;Terminus de ligne;2;6;1;13;19;2;11;11;1;30;3.5
181;Commence par une voyelle;Contient un H;Nord Loire;Moins de 1 km d une riviere;Ne contient pas de E;Terminus de ligne;2;1;1;13;4;2;31;11;8;31;3.5
182;Commence par une voyelle;Contient un H;Terminus de ligne;Moins de 1 km d une riviere;Ne contient pas de E;Nord Loire;2;1;6;13;4;19;7;1;8;31;3.5
183;Commence par une voyelle;Moins de 1 km d une riviere;Ne contient pas de E;Contient un H;Nord Loire;Terminus de ligne;1;6;1;13;31;7;4;11;1;30;3.5
184;Commence par une voyelle;Moins de 1 km d une riviere;Nord Loire;Contient un H;Ne contient pas de E;Terminus de ligne;1;1;1;13;11;7;19;11;8;27;3.0
185;Commence par une voyelle;Moins de 1 km d une riviere;Terminus de ligne;Contient un H;Ne contient pas de E;Nord Loire;1;1;6;13;11;31;2;1;8;31;3.5
186;Commence par une voyelle;Ne contient pas de E;Nord Loire;Contient un H;Moins de 1 km d une riviere;Terminus de ligne;1;2;1;4;11;1;19;31;8;31;3.5
187;Commence par une voyelle;Ne contient pas de E;Terminus de ligne;Contient un H;Moins de 1 km d une riviere;Nord Loire;1;2;6;4;11;11;2;7;8;33;3.5
188;Commence par une voyelle;Nord Loire;Terminus de ligne;Contient un H;Moins de 1 km d une riviere;Ne contient pas de E;1;2;1;19;31;11;2;7;1;32;3.5
189;Moins de 1 km d une riviere;Ne contient pas de E;Nom en 3 mots ou plus;Moins de 2 km hippodrome;Sur 2 lignes ou plus;Sur une autre commune que Nantes;3;8;6;1;2;4;4;2;6;39;4.5
190;Commence par un B;Moins de 1km du peripherique;Sur 2 lignes ou plus;Nom de 9 lettres ou moins;Nom en 1 seul mot;Nord Loire;9;12;10;11;12;23;4;4;3;25;3.0
191;Ile de Nantes;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 4;Sur la ligne de Busway 5;16;3;12;16;3;2;33;4;7;27;3.0
192;Ile de Nantes;Moins de 1 km du chateau;Situe dans Nantes;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Sur la ligne de Busway 5;7;3;12;8;3;2;33;12;15;27;3.0
193;Ile de Nantes;Moins de 1 km du chateau;Sur la ligne de Busway 4;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 5;7;16;12;8;16;2;4;12;1;26;3.0
194;Ile de Nantes;Moins de 1 km du chateau;Sur la ligne de Busway 5;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 4;7;16;3;8;16;3;7;15;1;27;3.0
195;Commence par un M;Contient un P;Moins de 2 km des machines;Nom en 3 mots ou plus;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;3;1;5;8;1;3;10;8;8;35;4.0
196;Commence par un M;Contient un P;Nom en 3 mots ou plus;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;2;1;5;7;1;3;10;2;5;38;4.0
197;Commence par un M;Contient un P;Sur 2 lignes ou plus;Moins de 2 km des machines;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;2;3;5;7;8;3;8;2;2;38;4.0
198;Commence par un M;Contient un P;Sur la ligne de Tramway 1;Moins de 2 km des machines;Nom en 3 mots ou plus;Sur 2 lignes ou plus;2;3;1;7;8;1;8;5;2;38;4.0
199;Commence par un M;Moins de 2 km des machines;Nom en 3 mots ou plus;Contient un P;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;2;1;5;7;8;8;8;2;5;35;4.0
200;Commence par un M;Moins de 2 km des machines;Sur 2 lignes ou plus;Contient un P;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;2;3;5;7;10;8;1;2;2;37;4.0
201;Commence par un M;Moins de 2 km des machines;Sur la ligne de Tramway 1;Contient un P;Nom en 3 mots ou plus;Sur 2 lignes ou plus;2;3;1;7;10;8;3;5;2;37;4.0
202;Commence par un M;Nom en 3 mots ou plus;Sur 2 lignes ou plus;Contient un P;Moins de 2 km des machines;Sur la ligne de Tramway 1;2;2;5;8;10;5;1;8;2;36;4.0
203;Commence par un M;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;Contient un P;Moins de 2 km des machines;Sur 2 lignes ou plus;2;2;1;8;10;2;3;8;2;38;4.0
204;Commence par un M;Sur 2 lignes ou plus;Sur la ligne de Tramway 1;Contient un P;Moins de 2 km des machines;Nom en 3 mots ou plus;2;2;3;1;8;2;3;8;5;40;4.5
205;Moins de 1 km du chateau;Moins de 2 km hippodrome;Sur une autre commune que Nantes;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;8;4;6;4;4;10;12;6;3;32;3.5
206;Contient un H;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sud Loire;Sur la ligne de Tramway 1;7;4;9;10;3;9;36;7;15;25;3.0
207;Contient un H;En correspondance avec un Chronobus;Nom en 1 seul mot;Nom de 9 lettres ou moins;Sud Loire;Sur la ligne de Tramway 1;6;4;9;13;3;9;36;9;20;25;3.0
208;Contient un H;Nom de 9 lettres ou moins;Nom en 1 seul mot;En correspondance avec un Chronobus;Sud Loire;Sur la ligne de Tramway 1;5;4;9;13;7;15;10;9;20;22;2.5
209;Contient un H;Sud Loire;Sur la ligne de Tramway 1;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nom en 1 seul mot;5;6;7;3;7;9;9;15;20;27;3.0
210;Contient un P;Sur la ligne de Tramway 3;Termine par un E;Moins de 1 km du chateau;Moins de 2 km hippodrome;Sur 2 lignes ou plus;2;1;1;4;1;6;6;4;2;41;4.5
211;Moins de 2 km hippodrome;Nom en 1 seul mot;Situe dans Nantes;Sur la ligne de Tramway 1;Termine par un E;Terminus de ligne;1;4;1;20;25;4;28;27;5;26;3.0
212;Moins de 2 km hippodrome;Nom en 1 seul mot;Sur la ligne de Tramway 1;Situe dans Nantes;Termine par un E;Terminus de ligne;11;4;1;38;25;4;28;13;4;23;2.5
213;Moins de 2 km hippodrome;Nom en 1 seul mot;Termine par un E;Situe dans Nantes;Sur la ligne de Tramway 1;Terminus de ligne;11;1;1;38;20;4;27;13;4;24;2.5
214;Moins de 2 km hippodrome;Nom en 1 seul mot;Terminus de ligne;Situe dans Nantes;Sur la ligne de Tramway 1;Termine par un E;11;1;4;38;20;25;5;4;4;26;3.0
215;Moins de 2 km hippodrome;Situe dans Nantes;Sur la ligne de Tramway 1;Nom en 1 seul mot;Termine par un E;Terminus de ligne;4;4;1;38;27;5;20;13;4;25;3.0
216;Moins de 2 km hippodrome;Situe dans Nantes;Termine par un E;Nom en 1 seul mot;Sur la ligne de Tramway 1;Terminus de ligne;4;1;1;38;28;5;25;13;4;26;3.0
217;Moins de 2 km hippodrome;Situe dans Nantes;Terminus de ligne;Nom en 1 seul mot;Sur la ligne de Tramway 1;Termine par un E;4;1;4;38;28;27;4;4;4;28;3.0
218;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;Termine par un E;Nom en 1 seul mot;Situe dans Nantes;Terminus de ligne;4;11;1;20;28;4;25;27;4;23;2.5
219;Moins de 2 km hippodrome;Sur la ligne de Tramway 1;Terminus de ligne;Nom en 1 seul mot;Situe dans Nantes;Termine par un E;4;11;4;20;28;13;4;5;4;25;3.0
220;Moins de 2 km hippodrome;Termine par un E;Terminus de ligne;Nom en 1 seul mot;Situe dans Nantes;Sur la ligne de Tramway 1;4;11;1;25;27;13;4;5;4;26;3.0
221;Commence par un M;Contient un H;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur 2 lignes ou plus;Terminus de ligne;3;1;1;6;3;2;12;8;7;37;4.0
222;Commence par un M;Contient un H;Nom en 3 mots ou plus;Moins de 1 km d une riviere;Sur 2 lignes ou plus;Terminus de ligne;8;1;1;13;3;2;12;2;4;35;4.0
223;Commence par un M;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Contient un H;Sur 2 lignes ou plus;Terminus de ligne;4;1;1;13;8;7;6;2;4;34;4.0
224;Commence par un M;Sur 2 lignes ou plus;Terminus de ligne;Contient un H;Moins de 1 km d une riviere;Nom en 3 mots ou plus;4;8;3;3;8;2;2;7;4;37;4.0
225;Commence par un B;Sur la ligne de Tramway 2;Terminus de ligne;Moins de 1km du peripherique;Moins de 2 km des machines;Sur la ligne de Busway 5;4;2;1;9;10;1;7;3;2;37;4.0
226;Contient un P;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Sur une autre commune que Nantes;2;2;7;5;6;3;6;4;16;35;4.0
227;Commence par un B;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur la ligne de Busway 5;Termine par un S;3;1;1;3;2;4;7;8;8;38;4.0
228;Commence par un B;Moins de 1 km du chateau;Sur la ligne de Busway 4;Nom en 1 seul mot;Sur la ligne de Busway 5;Termine par un S;12;1;1;5;2;4;7;1;5;37;4.0
229;Commence par un B;Moins de 1 km du chateau;Sur la ligne de Busway 5;Nom en 1 seul mot;Sur la ligne de Busway 4;Termine par un S;12;3;1;5;3;4;8;1;5;37;4.0
230;Commence par un B;Moins de 1 km du chateau;Termine par un S;Nom en 1 seul mot;Sur la ligne de Busway 4;Sur la ligne de Busway 5;12;3;1;5;3;2;8;5;5;37;4.0
231;Commence par un B;Nom en 1 seul mot;Sur la ligne de Busway 4;Moins de 1 km du chateau;Sur la ligne de Busway 5;Termine par un S;3;1;1;5;8;8;3;1;5;39;4.5
232;Commence par un B;Nom en 1 seul mot;Sur la ligne de Busway 5;Moins de 1 km du chateau;Sur la ligne de Busway 4;Termine par un S;3;3;1;5;7;8;2;1;5;39;4.5
233;Commence par un B;Nom en 1 seul mot;Termine par un S;Moins de 1 km du chateau;Sur la ligne de Busway 4;Sur la ligne de Busway 5;3;3;1;5;7;8;4;5;5;37;4.0
234;Commence par un B;Sur la ligne de Busway 4;Sur la ligne de Busway 5;Moins de 1 km du chateau;Nom en 1 seul mot;Termine par un S;3;12;1;3;7;5;2;8;5;36;4.0
235;Commence par un B;Sur la ligne de Busway 4;Termine par un S;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Busway 5;3;12;1;3;7;1;4;8;5;36;4.0
236;Commence par un B;Sur la ligne de Busway 5;Termine par un S;Moins de 1 km du chateau;Nom en 1 seul mot;Sur la ligne de Busway 4;3;12;3;2;8;1;4;8;5;36;4.0
237;Contient une lettre doublee;Moins de 1 km d une riviere;Sud Loire;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Sur la ligne de Busway 4;4;8;3;24;12;13;7;4;9;26;3.0
238;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Busway 4;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Sud Loire;4;8;4;24;12;11;4;4;9;27;3.0
239;Contient une lettre doublee;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Moins de 1 km d une riviere;Sud Loire;Sur la ligne de Busway 4;13;4;3;24;7;4;12;4;4;28;3.0
240;Contient une lettre doublee;Sud Loire;Sur la ligne de Busway 4;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;13;4;8;11;7;4;13;4;4;26;3.0
241;Commence par un B;Contient une lettre doublee;Nom en 3 mots ou plus;Moins de 1 km du chateau;Sur une autre commune que Nantes;Termine par un E;3;3;7;3;5;10;4;6;5;36;4.0
242;Commence par un B;Contient une lettre doublee;Termine par un E;Moins de 1 km du chateau;Nom en 3 mots ou plus;Sur une autre commune que Nantes;3;1;3;3;8;5;6;5;12;37;4.0
243;Commence par un B;Moins de 1 km du chateau;Sur une autre commune que Nantes;Contient une lettre doublee;Nom en 3 mots ou plus;Termine par un E;5;1;7;3;4;6;5;6;12;35;4.0
244;Commence par un B;Nom en 3 mots ou plus;Termine par un E;Contient une lettre doublee;Moins de 1 km du chateau;Sur une autre commune que Nantes;5;3;3;8;4;6;10;6;12;33;3.5
245;Commence par un B;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur une autre commune que Nantes;Termine par un E;Termine par un S;3;7;1;6;19;16;12;16;6;26;3.0
246;Commence par un B;Moins de 1 km d une riviere;Sur une autre commune que Nantes;Nom de 9 lettres ou moins;Termine par un E;Termine par un S;9;7;1;24;19;16;12;12;3;23;2.5
247;Commence par un B;Nom de 9 lettres ou moins;Sur une autre commune que Nantes;Moins de 1 km d une riviere;Termine par un E;Termine par un S;8;7;1;24;16;6;6;12;3;28;3.0
248;Commence par un B;Termine par un E;Termine par un S;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur une autre commune que Nantes;8;9;3;19;16;12;16;6;3;25;3.0
249;Commence par une voyelle;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 5;Termine par un E;5;1;4;21;3;9;33;7;16;27;3.0
250;Commence par une voyelle;En correspondance avec un Chronobus;Situe dans Nantes;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;Termine par un E;1;1;4;13;3;9;33;15;27;26;3.0
251;Commence par une voyelle;En correspondance avec un Chronobus;Sur la ligne de Busway 5;Nom de 9 lettres ou moins;Situe dans Nantes;Termine par un E;1;5;4;13;21;9;7;15;4;26;3.0
252;Commence par une voyelle;En correspondance avec un Chronobus;Termine par un E;Nom de 9 lettres ou moins;Situe dans Nantes;Sur la ligne de Busway 5;1;5;1;13;21;3;16;27;4;27;3.0
253;Commence par une voyelle;Nom de 9 lettres ou moins;Situe dans Nantes;En correspondance avec un Chronobus;Sur la ligne de Busway 5;Termine par un E;1;1;4;13;7;16;21;15;27;22;2.5
254;Commence par une voyelle;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Situe dans Nantes;Termine par un E;1;5;4;13;33;16;3;15;4;26;3.0
255;Commence par une voyelle;Nom de 9 lettres ou moins;Termine par un E;En correspondance avec un Chronobus;Situe dans Nantes;Sur la ligne de Busway 5;1;5;1;13;33;7;9;27;4;27;3.0
256;Commence par une voyelle;Situe dans Nantes;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Termine par un E;1;1;4;21;33;27;3;7;4;29;3.0
257;Commence par une voyelle;Situe dans Nantes;Termine par un E;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;1;1;1;21;33;15;9;16;4;26;3.0
258;Commence par une voyelle;Sur la ligne de Busway 5;Termine par un E;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Situe dans Nantes;1;1;5;3;7;15;9;16;27;28;3.0
259;Commence par un M;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;Terminus de ligne;3;5;1;2;4;1;10;8;3;38;4.0
260;Commence par un M;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Moins de 2 km des machines;Sur la ligne de Tramway 1;Terminus de ligne;2;5;1;11;4;1;10;5;4;35;4.0
261;Commence par un M;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 1;Moins de 2 km des machines;Nom en 3 mots ou plus;Terminus de ligne;2;3;1;11;2;1;8;5;4;38;4.0
262;Commence par un M;Moins de 1 km de la Tour Bretagne;Terminus de ligne;Moins de 2 km des machines;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;2;3;5;11;2;4;3;4;4;38;4.0
263;Commence par un M;Moins de 2 km des machines;Nom en 3 mots ou plus;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 1;Terminus de ligne;1;5;1;11;8;3;2;5;4;37;4.0
264;Commence par un M;Moins de 2 km des machines;Sur la ligne de Tramway 1;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Terminus de ligne;1;3;1;11;10;3;4;5;4;36;4.0
265;Commence par un M;Moins de 2 km des machines;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;1;3;5;11;10;8;1;4;4;34;4.0
266;Commence par un M;Nom en 3 mots ou plus;Sur la ligne de Tramway 1;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Terminus de ligne;1;2;1;2;10;4;4;8;4;37;4.0
267;Commence par un M;Nom en 3 mots ou plus;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur la ligne de Tramway 1;1;2;5;2;10;5;1;3;4;39;4.5
268;Commence par un M;Sur la ligne de Tramway 1;Terminus de ligne;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Nom en 3 mots ou plus;1;2;3;4;8;5;1;3;4;40;4.5
269;Commence par un M;Commence par une voyelle;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Moins de 2 km des machines;Terminus de ligne;2;2;1;1;3;1;3;9;2;43;5.0
270;Contient un P;En correspondance avec un Chronobus;Sur 2 lignes ou plus;Sur la ligne de Busway 4;Sur la ligne de Busway 5;Termine par un S;3;3;3;2;3;5;2;2;2;44;5.0
271;Contient un P;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Sur 2 lignes ou plus;Sur la ligne de Busway 5;Termine par un S;1;3;3;3;3;5;2;1;5;43;5.0
